Temperature,Not Tesla Factors - 10th,Not Tesla Factors - overall,Not Tesla Factors - 90th,Tesla Factors - 10th,Tesla Factors - overall,Tesla Factors - 90th
9.2,0.547347157,0.870508931,1.130611452,0.588684204,0.914215814,1.163316132
9.3,0.548520515,0.872219601,1.13285178,0.589683849,0.915457439,1.165028406
9.4,0.549695512,0.873925539,1.135086527,0.590685741,0.916693868,1.166733516
9.5,0.550872093,0.87562661,1.137315531,0.591689821,0.917925011,1.168431338
9.6,0.552050201,0.87732268,1.139538628,0.592696029,0.919150777,1.17012175
9.7,0.553229779,0.879013609,1.141755653,0.593704304,0.920371077,1.171804625
9.8,0.554410767,0.880699263,1.143966442,0.594714582,0.921585819,1.173479841
9.9,0.555593103,0.882379499,1.146170828,0.595726799,0.922794912,1.17514727
10.0,0.556776727,0.884054181,1.148368641,0.596740889,0.923998264,1.176806788
10.1,0.557961574,0.885723166,1.150559715,0.597756784,0.925195783,1.178458267
10.2,0.55914758,0.887386314,1.152743877,0.598774415,0.926387376,1.180101581
10.3,0.560334679,0.889043481,1.154920958,0.599793711,0.927572952,1.181736602
10.4,0.561522802,0.890694525,1.157090784,0.6008146,0.928752417,1.183363203
10.5,0.562711881,0.892339302,1.159253183,0.601837007,0.929925678,1.184981256
10.6,0.563901846,0.893977666,1.161407979,0.602860857,0.931092641,1.186590631
10.7,0.565092624,0.895609472,1.163554999,0.603886073,0.932253213,1.1881912
10.8,0.566284143,0.897234572,1.165694064,0.604912575,0.9334073,1.189782833
10.9,0.567476326,0.89885282,1.167824998,0.605940282,0.934554807,1.191365401
11.0,0.568669098,0.900464067,1.169947623,0.606969112,0.935695639,1.192938774
11.1,0.569862381,0.902068164,1.172061758,0.60799898,0.936829703,1.19450282
11.2,0.571056095,0.903664961,1.174167224,0.609029801,0.937956902,1.196057409
11.3,0.572250159,0.905254309,1.17626384,0.610061486,0.939077143,1.19760241
11.4,0.573444491,0.906836054,1.178351424,0.611093946,0.940190329,1.199137691
11.5,0.574639007,0.908410046,1.180429791,0.612127089,0.941296364,1.200663121
11.6,0.575833621,0.909976132,1.18249876,0.613160822,0.942395154,1.202178568
11.7,0.577028245,0.911534159,1.184558145,0.61419505,0.943486601,1.2036839
11.8,0.578222791,0.913083971,1.18660776,0.615229675,0.944570611,1.205178983
11.9,0.579417169,0.914625417,1.188647421,0.616264598,0.945647087,1.206663686
12.0,0.580611285,0.916158339,1.190676938,0.617299719,0.946715932,1.208137875
12.1,0.581805046,0.917682584,1.192696126,0.618334935,0.94777705,1.209601418
12.2,0.582998356,0.919197992,1.194704795,0.619370141,0.948830344,1.21105418
12.3,0.584191119,0.92070441,1.196702757,0.62040523,0.949875719,1.21249603
12.4,0.585383236,0.922201678,1.198689821,0.621440093,0.950913076,1.213926833
12.5,0.586574605,0.92368964,1.200665798,0.62247462,0.95194232,1.215346455
12.6,0.587765125,0.925168136,1.202630496,0.623508699,0.952963353,1.216754764
12.7,0.588954691,0.926637009,1.204583725,0.624542213,0.953976079,1.218151625
12.8,0.590143198,0.9280961,1.206525291,0.625575047,0.954980401,1.219536904
12.9,0.591330538,0.929545249,1.208455002,0.626607081,0.955976221,1.220910468
13.0,0.592516603,0.930984295,1.210372666,0.627638196,0.956963444,1.222272183
13.1,0.59370128,0.93241308,1.212278088,0.628668267,0.957941971,1.223621915
13.2,0.594884458,0.933831444,1.214171075,0.629697169,0.958911707,1.22495953
13.3,0.596066021,0.935239223,1.216051432,0.630724777,0.959872554,1.226284895
13.4,0.597245853,0.93663626,1.217918966,0.631750959,0.960824416,1.227597875
13.5,0.598423837,0.938022392,1.21977348,0.632775586,0.961767196,1.228898338
13.6,0.599599851,0.939397457,1.221614779,0.633798522,0.962700798,1.230186149
13.7,0.600773775,0.940761295,1.223442668,0.634819633,0.963625124,1.231461176
13.8,0.601945484,0.942113744,1.225256951,0.635838781,0.96454008,1.232723285
13.9,0.603114854,0.943454642,1.227057431,0.636855826,0.965445567,1.233972344
14.0,0.604281757,0.944783829,1.228843914,0.637870625,0.966341492,1.235208219
14.1,0.605446064,0.946101141,1.230616202,0.638883035,0.967227757,1.236430778
14.2,0.606607643,0.947406418,1.232374099,0.639892908,0.968104267,1.237639889
14.3,0.607766363,0.948699498,1.234117409,0.640900096,0.968970926,1.238835419
14.4,0.608922088,0.949980218,1.235845934,0.641904448,0.969827639,1.240017238
14.5,0.610074683,0.951248419,1.23755948,0.642905811,0.970674312,1.241185213
14.6,0.611224008,0.952503938,1.239257848,0.64390403,0.971510849,1.242339213
14.7,0.612369924,0.953746614,1.240940844,0.644898946,0.972337156,1.243479109
14.8,0.613512289,0.954976286,1.242608271,0.645890401,0.973153139,1.244604768
14.9,0.614650959,0.956192795,1.244259932,0.646878232,0.973958703,1.245716063
15.0,0.615785787,0.957395979,1.245895632,0.647862275,0.974753756,1.246812862
15.1,0.616916627,0.958585678,1.247515176,0.648842364,0.975538203,1.247895038
15.2,0.61804333,0.959761732,1.249118369,0.64981833,0.976311952,1.248962461
15.3,0.619165743,0.960923983,1.250705015,0.650790003,0.977074911,1.250015003
15.4,0.620283715,0.962072271,1.25227492,0.651757209,0.977826987,1.251052538
15.5,0.621397089,0.963206438,1.25382789,0.652719774,0.978568088,1.252074938
15.6,0.62250571,0.964326326,1.255363731,0.653677519,0.979298123,1.253082077
15.7,0.623609419,0.965431778,1.25688225,0.654630266,0.980017001,1.254073829
15.8,0.624708055,0.966522636,1.258383255,0.655577833,0.980724631,1.255050068
15.9,0.625801457,0.967598745,1.259866553,0.656520036,0.981420925,1.256010672
16.0,0.626889461,0.968659949,1.261331954,0.657456689,0.982105791,1.256955515
16.1,0.627971901,0.969706094,1.262779266,0.658387603,0.982779141,1.257884475
16.2,0.62904861,0.970737025,1.2642083,0.65931259,0.983440887,1.25879743
16.3,0.630119418,0.971752588,1.265618867,0.660231455,0.984090941,1.259694258
16.4,0.631184155,0.972752632,1.267010777,0.661144006,0.984729214,1.260574838
16.5,0.632242648,0.973737004,1.268383844,0.662050045,0.985355621,1.26143905
16.6,0.633294723,0.974705555,1.269737881,0.662949374,0.985970075,1.262286775
16.7,0.634340204,0.975658134,1.271072703,0.663841792,0.986572491,1.263117895
16.8,0.635378913,0.976594591,1.272388123,0.664727098,0.987162784,1.263932293
16.9,0.636410672,0.97751478,1.27368396,0.665605085,0.987740868,1.264729852
17.0,0.637435299,0.978418554,1.27496003,0.666475549,0.988306661,1.265510457
17.1,0.638452612,0.979305767,1.276216152,0.66733828,0.98886008,1.266273993
17.2,0.639462427,0.980176274,1.277452145,0.668193068,0.989401042,1.267020347
17.3,0.640464558,0.981029932,1.278667831,0.669039701,0.989929466,1.267749406
17.4,0.641458819,0.981866599,1.279863032,0.669877965,0.99044527,1.268461058
17.5,0.64244502,0.982686134,1.281037571,0.670707645,0.990948375,1.269155194
17.6,0.643422973,0.983488396,1.282191273,0.671528523,0.991438702,1.269831703
17.7,0.644392485,0.98427325,1.283323964,0.672340379,0.991916172,1.270490479
17.8,0.645353364,0.985040556,1.284435473,0.673142993,0.992380707,1.271131413
17.9,0.646305415,0.98579018,1.285525628,0.673936141,0.992832231,1.2717544
18.0,0.647248444,0.986521987,1.286594261,0.674719601,0.993270667,1.272359335
18.1,0.648182253,0.987235845,1.287641203,0.675493146,0.99369594,1.272946115
18.2,0.649106644,0.987931624,1.288666289,0.67625655,0.994107976,1.273514638
18.3,0.650021419,0.988609193,1.289669353,0.677009582,0.994506701,1.274064802
18.4,0.650926376,0.989268426,1.290650235,0.677752014,0.994892043,1.274596509
18.5,0.651821315,0.989909195,1.291608773,0.678483614,0.995263931,1.275109659
18.6,0.652706032,0.990531377,1.292544808,0.67920415,0.995622293,1.275604155
18.7,0.653580324,0.991134849,1.293458182,0.679913387,0.99596706,1.276079904
18.8,0.654443987,0.991719489,1.294348742,0.68061109,0.996298164,1.276536809
18.9,0.655296815,0.992285179,1.295216333,0.681297023,0.996615537,1.276974778
19.0,0.656138601,0.992831802,1.296060804,0.681970949,0.996919111,1.277393721
19.1,0.656969138,0.993359242,1.296882007,0.68263263,0.997208822,1.277793546
19.2,0.657788219,0.993867387,1.297679793,0.683281826,0.997484604,1.278174166
19.3,0.658595634,0.994356123,1.298454019,0.683918297,0.997746395,1.278535495
19.4,0.659391174,0.994825342,1.299204541,0.684541804,0.997994132,1.278877446
19.5,0.660174628,0.995274938,1.299931219,0.685152103,0.998227753,1.279199935
19.6,0.660945787,0.995704803,1.300633915,0.685748953,0.998447198,1.279502882
19.7,0.661704438,0.996114836,1.301312493,0.686332112,0.998652409,1.279786205
19.8,0.662450371,0.996504936,1.301966819,0.686901336,0.998843326,1.280049825
19.9,0.663183373,0.996875002,1.302596762,0.687456382,0.999019893,1.280293665
20.0,0.663903232,0.99722494,1.303202193,0.687997006,0.999182056,1.28051765
20.1,0.664609736,0.997554654,1.303782987,0.688522963,0.999329758,1.280721705
20.2,0.665302671,0.997864052,1.304339018,0.68903401,0.999462947,1.280905759
20.3,0.665981826,0.998153046,1.304870168,0.689529903,0.999581571,1.281069741
20.4,0.666646986,0.998421545,1.305376315,0.690010397,0.999685578,1.281213582
20.5,0.667297939,0.998669469,1.305857346,0.690475247,0.99977492,1.281337215
20.6,0.667934473,0.998896732,1.306313146,0.690924211,0.999849549,1.281440576
20.7,0.668556375,0.999103254,1.306743606,0.691357045,0.999909416,1.281523601
20.8,0.669163433,0.999288958,1.307148617,0.691773506,0.999954476,1.281586228
20.9,0.669755434,0.99945377,1.307528074,0.692173351,0.999984685,1.281628399
21.0,0.670332168,0.999597615,1.307881876,0.692556338,1.0,1.281650054
21.1,0.670893422,0.999720425,1.308209923,0.692922226,1.000000378,1.28165114
21.2,0.671438987,0.999822132,1.308512118,0.693270775,0.99998578,1.281631601
21.3,0.671968653,0.99990267,1.308788369,0.693601746,0.999956166,1.281591385
21.4,0.672482211,0.99996198,1.309038585,0.6939149,0.999911498,1.281530443
21.5,0.672979452,1.0,1.309262679,0.69421,0.99985174,1.281448727
21.6,0.673460169,1.0,1.309460565,0.69448681,0.999776857,1.28134619
21.7,0.673924155,1.0,1.309632164,0.694745096,0.999686816,1.281222788
21.8,0.674371206,0.999985769,1.309777396,0.694984624,0.999581583,1.28107848
21.9,0.674801118,0.999938091,1.309896186,0.695205164,0.999461128,1.280913225
22.0,0.675213687,0.999868867,1.309988463,0.695406486,0.999325423,1.280726985
22.1,0.675608711,0.999778054,1.310054158,0.695588362,0.999174438,1.280519724
22.2,0.675985992,0.999665613,1.310093205,0.695750567,0.999008147,1.280291408
22.3,0.67634533,0.999531506,1.310105542,0.695892876,0.998826525,1.280042005
22.4,0.676686529,0.999375697,1.31009111,0.696015068,0.99862955,1.279771487
22.5,0.677009393,0.999198157,1.310049852,0.696116925,0.998417197,1.279479824
22.6,0.67731373,0.998998857,1.309981717,0.696198229,0.998189448,1.279166991
22.7,0.677599346,0.99877777,1.309886656,0.696258767,0.997946282,1.278832966
22.8,0.677866054,0.998534874,1.309764622,0.696298327,0.997687682,1.278477726
22.9,0.678113666,0.99827015,1.309615573,0.696316701,0.997413632,1.278101253
23.0,0.678341997,0.997983579,1.30943947,0.696313683,0.997124118,1.27770353
23.1,0.678550864,0.997675149,1.309236277,0.69628907,0.996819125,1.277284541
23.2,0.678740086,0.997344848,1.309005963,0.696242665,0.996498642,1.276844275
23.3,0.678909486,0.996992668,1.308748498,0.696174269,0.99616266,1.27638272
23.4,0.679058888,0.996618605,1.308463856,0.696083692,0.99581117,1.275899868
23.5,0.67918812,0.996222656,1.308152017,0.695970745,0.995444165,1.275395714
23.6,0.679297011,0.995804824,1.307812962,0.695835241,0.995061638,1.274870254
23.7,0.679385396,0.995365109,1.307446676,0.695677001,0.994663587,1.274323485
23.8,0.679453108,0.994903522,1.307053147,0.695495846,0.994250009,1.273755408
23.9,0.679499989,0.994420071,1.306632368,0.695291603,0.993820903,1.273166026
24.0,0.679525879,0.993914771,1.306184333,0.695064104,0.993376269,1.272555345
24.1,0.679530625,0.993387635,1.305709043,0.694813183,0.992916111,1.27192337
24.2,0.679514075,0.992838685,1.305206501,0.694538681,0.992440431,1.271270112
24.3,0.679476081,0.992267942,1.304676711,0.694240441,0.991949236,1.270595582
24.4,0.6794165,0.99167543,1.304119685,0.693918312,0.991442532,1.269899794
24.5,0.67933519,0.991061179,1.303535434,0.693572149,0.990920327,1.269182764
24.6,0.679232015,0.99042522,1.302923978,0.693201809,0.990382633,1.268444511
24.7,0.679106842,0.989767587,1.302285334,0.692807157,0.98982946,1.267685054
24.8,0.678959542,0.989088315,1.301619528,0.692388062,0.989260822,1.266904418
24.9,0.678789989,0.988387447,1.300926588,0.691944397,0.988676733,1.266102626
25.0,0.678598063,0.987665025,1.300206543,0.691476042,0.98807721,1.265279705
25.1,0.678383646,0.986921096,1.299459429,0.690982882,0.987462271,1.264435687
25.2,0.678146627,0.986155707,1.298685284,0.690464808,0.986831936,1.263570601
25.3,0.677886896,0.985368911,1.297884149,0.689921716,0.986186225,1.262684482
25.4,0.677604351,0.984560765,1.29705607,0.689353507,0.985525161,1.261777366
25.5,0.677298891,0.983731324,1.296201095,0.688760089,0.984848768,1.260849292
25.6,0.676970422,0.98288065,1.295319276,0.688141377,0.984157072,1.259900299
25.7,0.676618855,0.982008807,1.29441067,0.687497289,0.9834501,1.258930431
25.8,0.676244102,0.981115861,1.293475334,0.686827753,0.982727881,1.257939733
25.9,0.675846085,0.980201881,1.292513332,0.6861327,0.981990446,1.256928251
26.0,0.675424727,0.979266941,1.29152473,0.685412069,0.981237826,1.255896034
26.1,0.674979957,0.978311114,1.290509597,0.684665804,0.980470055,1.254843135
26.2,0.67451171,0.977334479,1.289468005,0.683893857,0.979687168,1.253769607
26.3,0.674019925,0.976337116,1.288400032,0.683096186,0.9788892,1.252675505
26.4,0.673504547,0.97531911,1.287305757,0.682272755,0.978076191,1.251560887
26.5,0.672965525,0.974280546,1.286185263,0.681423536,0.97724818,1.250425814
26.6,0.672402815,0.973221512,1.285038636,0.680548507,0.976405208,1.249270347
26.7,0.671816375,0.972142102,1.283865965,0.679647651,0.975547317,1.248094551
26.8,0.671206173,0.971042407,1.282667345,0.67872096,0.974674551,1.246898492
26.9,0.670572179,0.969922527,1.28144287,0.677768434,0.973786956,1.245682238
27.0,0.669914369,0.968782559,1.280192641,0.676790077,0.972884578,1.24444586
27.1,0.669232725,0.967622607,1.27891676,0.675785901,0.971967467,1.24318943
27.2,0.668527236,0.966442776,1.277615333,0.674755925,0.971035672,1.241913023
27.3,0.667797893,0.965243171,1.276288469,0.673700177,0.970089244,1.240616716
27.4,0.667044695,0.964023901,1.27493628,0.672618689,0.969128236,1.239300587
27.5,0.666267648,0.962785082,1.273558881,0.671511501,0.968152702,1.237964716
27.6,0.66546676,0.961526825,1.272156391,0.670378662,0.967162699,1.236609187
27.7,0.664642048,0.960249249,1.270728931,0.669220226,0.966158281,1.235234084
27.8,0.663793532,0.958952472,1.269276625,0.668036254,0.965139509,1.233839493
27.9,0.66292124,0.957636615,1.267799601,0.666826816,0.964106442,1.232425502
28.0,0.662025204,0.956301804,1.266297989,0.665591987,0.963059141,1.230992202
28.1,0.661105464,0.954948164,1.264771922,0.664331851,0.961997669,1.229539686
28.2,0.660162063,0.953575824,1.263221537,0.663046498,0.960922088,1.228068047
28.3,0.659195052,0.952184913,1.261646971,0.661736024,0.959832465,1.226577381
28.4,0.658204486,0.950775565,1.260048367,0.660400536,0.958728866,1.225067786
28.5,0.657190428,0.949347914,1.258425869,0.659040143,0.957611359,1.223539361
28.6,0.656152943,0.947902099,1.256779624,0.657654964,0.956480012,1.221992208
28.7,0.655092107,0.946438256,1.255109783,0.656245125,0.955334897,1.220426431
28.8,0.654007997,0.944956527,1.253416497,0.654810758,0.954176084,1.218842133
28.9,0.652900697,0.943457055,1.251699922,0.653352003,0.953003646,1.217239421
29.0,0.6517703,0.941939986,1.249960214,0.651869005,0.951817658,1.215618404
29.1,0.650616899,0.940405466,1.248197535,0.650361917,0.950618195,1.213979192
29.2,0.649440598,0.938853642,1.246412047,0.648830899,0.949405334,1.212321897
29.3,0.648241503,0.937284665,1.244603914,0.647276117,0.948179151,1.210646631
29.4,0.647019728,0.935698689,1.242773304,0.645697744,0.946939726,1.208953509
29.5,0.645775389,0.934095865,1.240920387,0.644095959,0.945687139,1.207242649
29.6,0.644508613,0.93247635,1.239045335,0.642470949,0.944421471,1.205514168
29.7,0.643219527,0.9308403,1.237148321,0.640822905,0.943142805,1.203768185
29.8,0.641908267,0.929187874,1.235229523,0.639152026,0.941851223,1.202004822
29.9,0.640574973,0.927519232,1.233289119,0.637458517,0.94054681,1.200224201
30.0,0.639219791,0.925834537,1.231327289,0.635742588,0.939229651,1.198426447
30.1,0.63784287,0.924133951,1.229344216,0.634004457,0.937899834,1.196611684
30.2,0.636444368,0.922417637,1.227340085,0.632244346,0.936557446,1.19478004
30.3,0.635024446,0.920685763,1.225315083,0.630462484,0.935202575,1.192931643
30.4,0.633583269,0.918938495,1.223269397,0.628659105,0.933835311,1.191066623
30.5,0.632121009,0.917176003,1.221203219,0.626834448,0.932455745,1.18918511
30.6,0.630637842,0.915398455,1.21911674,0.624988759,0.931063968,1.187287236
30.7,0.629133949,0.913606021,1.217010155,0.623122289,0.929660073,1.185373136
30.8,0.627609516,0.911798875,1.214883659,0.621235293,0.928244154,1.183442944
30.9,0.626064734,0.90997719,1.21273745,0.619328033,0.926816303,1.181496795
31.0,0.624499797,0.908141138,1.210571726,0.617400773,0.925376618,1.179534828
31.1,0.622914905,0.906290895,1.208386688,0.615453786,0.923925194,1.17755718
31.2,0.621310263,0.904426639,1.206182538,0.613487345,0.922462127,1.175563991
31.3,0.619686078,0.902548544,1.203959479,0.611501732,0.920987516,1.173555401
31.4,0.618042564,0.90065679,1.201717717,0.609497231,0.91950146,1.171531552
31.5,0.616379938,0.898751554,1.199457457,0.60747413,0.918004057,1.169492588
31.6,0.61469842,0.896833016,1.197178906,0.605432722,0.916495408,1.16743865
31.7,0.612998236,0.894901356,1.194882275,0.603373304,0.914975614,1.165369885
31.8,0.611279614,0.892956756,1.192567771,0.601296176,0.913444777,1.163286437
31.9,0.609542787,0.890999396,1.190235608,0.599201643,0.911902998,1.161188454
32.0,0.607787992,0.889029458,1.187885996,0.597090012,0.910350381,1.159076083
32.1,0.606015467,0.887047126,1.18551915,0.594961595,0.90878703,1.156949472
32.2,0.604225457,0.885052582,1.183135282,0.592816706,0.907213049,1.15480877
32.3,0.602418208,0.88304601,1.180734609,0.590655663,0.905628543,1.152654128
32.4,0.60059397,0.881027593,1.178317347,0.588478786,0.904033618,1.150485696
32.5,0.598752996,0.878997517,1.175883712,0.586286398,0.90242838,1.148303626
32.6,0.596895542,0.876955967,1.173433922,0.584078825,0.900812935,1.14610807
32.7,0.595021867,0.874903125,1.170968195,0.581856395,0.899187392,1.143899181
32.8,0.593132232,0.872839179,1.168486751,0.579619438,0.897551858,1.141677113
32.9,0.591226902,0.870764314,1.16598981,0.577368288,0.895906441,1.139442019
33.0,0.589306143,0.868678716,1.163477591,0.575103278,0.89425125,1.137194056
33.1,0.587370225,0.86658257,1.160950316,0.572824746,0.892586395,1.134933378
33.2,0.58541942,0.864476061,1.158408206,0.570533028,0.890911986,1.132660142
33.3,0.583454,0.862359377,1.155851482,0.568228465,0.889228133,1.130374503
33.4,0.581474243,0.860232702,1.153280368,0.565911397,0.887534946,1.12807662
33.5,0.579480425,0.858096224,1.150695086,0.563582166,0.885832536,1.125766649
33.6,0.577472827,0.855950128,1.148095858,0.561241115,0.884121016,1.123444748
33.7,0.575451729,0.853794598,1.145482908,0.558888587,0.882400496,1.121111076
33.8,0.573417415,0.851629822,1.142856459,0.556524928,0.880671089,1.118765792
33.9,0.571370168,0.849455985,1.140216735,0.554150483,0.878932908,1.116409054
34.0,0.569310274,0.847273271,1.137563959,0.551765596,0.877186064,1.114041023
34.1,0.567238021,0.845081865,1.134898354,0.549370613,0.875430672,1.111661857
34.2,0.565153696,0.842881953,1.132220146,0.54696588,0.873666844,1.109271716
34.3,0.563057587,0.840673719,1.129529556,0.544551743,0.871894693,1.106870761
34.4,0.560949986,0.838457345,1.12682681,0.542128547,0.870114335,1.104459153
34.5,0.558831182,0.836233017,1.12411213,0.539696637,0.868325881,1.102037051
34.6,0.556701466,0.834000917,1.12138574,0.537256358,0.866529448,1.099604617
34.7,0.554561131,0.831761228,1.118647862,0.534808053,0.864725147,1.097162011
34.8,0.552410468,0.829514131,1.115898721,0.532352066,0.862913096,1.094709395
34.9,0.55024977,0.827259809,1.113138538,0.52988874,0.861093406,1.092246929
35.0,0.548079329,0.824998442,1.110367537,0.527418414,0.859266194,1.089774774
35.1,0.545899437,0.822730212,1.107585937,0.524941429,0.857431574,1.087293091
35.2,0.543710388,0.820455297,1.104793963,0.522458125,0.85558966,1.084802042
35.3,0.541512473,0.818173878,1.101991834,0.519968837,0.853740568,1.082301788
35.4,0.539305985,0.815886132,1.099179771,0.517473903,0.851884412,1.079792489
35.5,0.537091216,0.813592237,1.096357994,0.514973655,0.850021307,1.077274307
35.6,0.534868456,0.81129237,1.093526723,0.512468426,0.848151368,1.074747402
35.7,0.532637996,0.808986708,1.090686177,0.509958546,0.846274709,1.072211935
35.8,0.530400126,0.806675426,1.087836574,0.507444344,0.844391446,1.069668066
35.9,0.528155136,0.804358698,1.084978132,0.504926146,0.842501693,1.067115956
36.0,0.525903313,0.802036699,1.082111068,0.502404275,0.840605565,1.064555765
36.1,0.523644945,0.799709601,1.079235598,0.499879053,0.838703176,1.061987653
36.2,0.521380317,0.797377576,1.076351937,0.497350799,0.83679464,1.059411779
36.3,0.519109716,0.795040796,1.0734603,0.494819829,0.834880072,1.056828302
36.4,0.516833424,0.79269943,1.070560901,0.492286458,0.832959587,1.054237382
36.5,0.514551723,0.790353647,1.067653953,0.489750996,0.831033297,1.051639178
36.6,0.512264896,0.788003616,1.064739668,0.487213753,0.829101317,1.049033847
36.7,0.509973221,0.785649503,1.061818257,0.484675032,0.82716376,1.046421548
36.8,0.507676976,0.783291476,1.05888993,0.482135137,0.82522074,1.043802438
36.9,0.505376436,0.780929699,1.055954896,0.479594366,0.823272369,1.041176675
37.0,0.503071877,0.778564334,1.053013364,0.477053017,0.821318762,1.038544415
37.1,0.500763571,0.776195547,1.05006554,,,
37.2,0.498451788,0.773823498,1.047111631,,,
37.3,0.496136797,0.771448348,1.044151841,,,
37.4,0.493818863,0.769070256,1.041186374,,,
37.5,0.491498252,0.766689381,1.038215433,,,
37.6,0.489175226,0.764305879,1.035239219,,,
37.7,0.486850044,0.761919907,1.032257932,,,
37.8,0.484522963,0.759531618,1.029271772,,,
37.9,0.48219424,0.757141167,1.026280936,,,
38.0,0.479864126,0.754748706,1.02328562,,,
38.1,0.477532871,0.752354385,1.02028602,,,
38.2,0.475200723,0.749958353,1.01728233,,,
38.3,0.472867928,0.74756076,1.014274741,,,
38.4,0.470534727,0.745161752,1.011263446,,,
38.5,0.46820136,0.742761476,1.008248633,,,
38.6,0.465868064,0.740360074,1.005230492,,,
38.7,0.463535073,0.737957691,1.002209209,,,
38.8,0.461202618,0.735554468,0.99918497,,,
38.9,0.458870927,0.733150544,0.996157958,,,
39.0,0.456540227,0.730746061,0.993128357,,,
39.1,0.454210739,0.728341153,0.990096348,,,
39.2,0.451882683,0.725935959,0.98706211,,,
39.3,0.449556276,0.723530612,0.984025821,,,
39.4,0.447231732,0.721125247,0.980987658,,,
39.5,0.44490926,0.718719995,0.977947796,,,
39.6,0.442589068,0.716314987,0.974906408,,,
39.7,0.440271361,0.713910351,0.971863667,,,
39.8,0.43795634,0.711506217,0.968819743,,,
39.9,0.435644203,0.709102709,0.965774804,,,
40.0,0.433335145,0.706699954,0.962729018,,,
40.1,0.431029358,0.704298074,0.959682551,,,
40.2,0.428727031,0.701897191,0.956635567,,,
40.3,0.426428348,0.699497427,0.953588227,,,
40.4,0.424133493,0.697098901,0.950540693,,,
40.5,0.421842644,0.694701729,0.947493124,,,
40.6,0.419555978,0.692306029,0.944445678,,,
40.7,0.417273667,0.689911915,0.941398509,,,
40.8,0.414995881,0.687519501,0.938351773,,,
40.9,0.412722786,0.685128899,0.935305623,,,
41.0,0.410454545,0.682740219,0.932260208,,,
41.1,0.408191318,0.680353571,0.929215678,,,
41.2,0.405933262,0.677969062,0.926172181,,,
41.3,0.403680531,0.675586798,0.923129863,,,
41.4,0.401433275,0.673206885,0.920088868,,,
41.5,0.399191642,0.670829424,0.917049338,,,
41.6,0.396955774,0.66845452,0.914011415,,,
41.7,0.394725815,0.666082271,0.910975237,,,
41.8,0.3925019,0.663712778,0.907940943,,,
41.9,0.390284165,0.661346137,0.904908667,,,
42.0,0.388072742,0.658982445,0.901878544,,,
42.1,0.385867759,0.656621796,0.898850707,,,
42.2,0.383669342,0.654264285,0.895825287,,,
42.3,0.381477612,0.651910003,0.892802412,,,
42.4,0.37929269,0.649559041,0.88978221,,,
42.5,0.377114692,0.647211487,0.886764807,,,
42.6,0.374943731,0.64486743,0.883750327,,,
42.7,0.372779918,0.642526957,0.880738893,,,
42.8,0.37062336,0.640190151,0.877730625,,,
42.9,0.368474161,0.637857098,0.874725642,,,
43.0,0.366332424,0.635527879,0.871724062,,,
